GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
ENSG00000070159,9,112137746,112260590,265,18,65967,0.7008,0.24171
ENSG00000243444,9,112403068,112713755,980,61,65967,0.33548,0.36863
ENSG00000157654,9,112542589,112934792,942,90,65967,-1.3062,0.90426
ENSG00000241978,9,112542769,112934792,942,90,65967,-1.3062,0.90426
ENSG00000188959,9,112952328,112970469,57,10,65967,1.4547,0.07288
ENSG00000136810,9,113006091,113018920,32,11,65967,0.44234,0.32912
ENSG00000204193,9,113065801,113100127,83,17,65967,-0.50784,0.69422
ENSG00000165124,9,113127531,113342160,694,56,65967,0.12714,0.44942
ENSG00000030304,9,113431051,113563859,288,32,65967,-0.5319,0.7026
ENSG00000198121,9,113635543,113800981,401,28,65967,1.1444,0.12622
ENSG00000171133,9,114089763,114090800,2,1,65967,0.51454,0.30344
ENSG00000136813,9,114122972,114247025,186,13,65967,1.2693,0.10216
ENSG00000173258,9,114287439,114340124,131,18,65967,1.0718,0.1419
ENSG00000106853,9,114312002,114362135,145,24,65967,0.21571,0.41461
ENSG00000059769,9,114393632,114432508,128,15,65967,1.0117,0.15583
ENSG00000244115,9,114393666,114432509,128,15,65967,1.0117,0.15583
ENSG00000242616,9,114423615,114432526,26,5,65967,0.13631,0.44579
ENSG00000165181,9,114448453,114557288,303,15,65967,1.4849,0.068791
ENSG00000148154,9,114659046,114697649,148,23,65967,0.18515,0.42656
ENSG00000106868,9,114803065,114937688,269,24,65967,0.66485,0.25307
ENSG00000119314,9,114980715,115095947,247,6,65967,2.9912,0.0013893
ENSG00000119471,9,115142217,115234690,237,15,65967,2.5406,0.0055339
ENSG00000230185,9,115196096,115249484,142,6,65967,1.9148,0.027759
ENSG00000165185,9,115249127,115431677,277,20,65967,2.2651,0.011755
ENSG00000148153,9,115446206,115480516,55,6,65967,1.566,0.058672
ENSG00000148158,9,115513118,115643951,329,12,65967,0.62309,0.26661
ENSG00000119457,9,115641200,115653193,22,6,65967,-0.20884,0.58271
ENSG00000136866,9,115800660,115819039,19,5,65967,0.31061,0.37805
ENSG00000136867,9,115913222,115926417,58,10,65967,-0.001418,0.50057
ENSG00000119321,9,115923286,115983641,219,22,65967,0.2557,0.39909
ENSG00000136868,9,115983808,116028674,107,14,65967,1.7743,0.038005
ENSG00000176386,9,116018115,116037869,49,9,65967,1.1593,0.12317
ENSG00000136875,9,116037623,116055185,44,7,65967,2.2337,0.012753
ENSG00000165188,9,116059373,116065656,17,4,65967,1.2933,0.09796
ENSG00000148225,9,116075502,116102578,54,9,65967,2.6761,0.0037245
ENSG00000119411,9,116111821,116133513,97,11,65967,1.9096,0.02809
ENSG00000119431,9,116135699,116139279,8,2,65967,1.0886,0.13816
ENSG00000148218,9,116148597,116163613,16,4,65967,-0.44335,0.67125
ENSG00000148229,9,116169515,116172952,5,1,65967,-0.13141,0.55228
ENSG00000157653,9,116172334,116191964,43,4,65967,-0.1768,0.57017
ENSG00000138835,9,116207011,116360018,330,9,65967,0.24947,0.4015
ENSG00000157657,9,116638562,116818871,401,31,65967,-0.046868,0.51869
ENSG00000106927,9,116822407,116840752,29,5,65967,0.013532,0.4946
ENSG00000136883,9,116848406,116861507,44,9,65967,-0.84984,0.80229
ENSG00000196739,9,116917840,117074791,426,63,65967,-0.28703,0.61296
ENSG00000229314,9,117085336,117088755,1,1,65967,-2.2801,0.9887
ENSG00000228278,9,117092149,117095532,4,1,65967,-1.2494,0.89424
ENSG00000106948,9,117096436,117156685,94,13,65967,0.34138,0.36641
ENSG00000095397,9,117164360,117267730,274,17,65967,0.054068,0.47844
ENSG00000136888,9,117350026,117360653,17,5,65967,3.0013,0.0013441
ENSG00000157693,9,117373486,117408702,155,13,65967,1.7787,0.037646
ENSG00000181634,9,117546915,117568406,19,5,65967,1.1498,0.12511
ENSG00000106952,9,117656003,117692697,82,5,65967,-0.66623,0.74737
ENSG00000041982,9,117782806,117880536,258,23,65967,0.80944,0.20913
ENSG00000173077,9,117904097,118164923,773,46,65967,0.55063,0.29094
ENSG00000182752,9,118916083,119164601,247,33,65967,0.37021,0.35561
ENSG00000256040,9,119160439,119162885,6,3,65967,-0.006792,0.50271
ENSG00000148219,9,119187504,120177348,2511,122,65967,0.062943,0.47491
ENSG00000119401,9,119449581,119463579,27,6,65967,-0.12502,0.54975
ENSG00000136869,9,120466610,120479149,20,5,65967,0.56381,0.28644
ENSG00000078725,9,121915736,122131745,372,34,65967,2.6489,0.0040374
ENSG00000260970,9,122257653,122286403,77,7,65967,-0.90277,0.81667
ENSG00000136861,9,123151147,123342448,188,15,65967,0.43959,0.33012
ENSG00000106780,9,123363091,123476748,72,3,65967,-0.5205,0.69864
ENSG00000119402,9,123514256,123555690,44,5,65967,-0.90591,0.81751
ENSG00000095261,9,123577774,123605262,29,5,65967,-1.0469,0.85243
ENSG00000119403,9,123617977,123639606,27,5,65967,-0.77631,0.78122
ENSG00000056558,9,123664671,123691451,78,6,65967,0.34086,0.36661
ENSG00000106804,9,123714616,123812554,186,16,65967,1.929,0.026865
ENSG00000119397,9,123837141,123939888,175,12,65967,1.3536,0.087934
ENSG00000119396,9,123940415,123985292,71,10,65967,1.4306,0.076275
ENSG00000148180,9,123970072,124095121,246,15,65967,-1.0938,0.86299
ENSG00000148175,9,124101355,124132531,70,13,65967,-0.83693,0.79868
ENSG00000267987,9,124103625,124110410,11,4,65967,-0.40278,0.65645
ENSG00000136848,9,124329336,124547809,238,39,65967,-0.24748,0.59773
ENSG00000175764,9,124584207,124855885,711,40,65967,2.0151,0.021948
ENSG00000119421,9,124894745,124922098,94,11,65967,0.18093,0.42821
ENSG00000185681,9,124922190,124962367,74,9,65967,0.64317,0.26006
ENSG00000106852,9,124964856,124991905,32,9,65967,0.83415,0.2021
ENSG00000119446,9,124999903,125027118,53,5,65967,-0.077298,0.53081
ENSG00000148187,9,125026882,125085743,19,2,65967,0.036851,0.4853
ENSG00000095303,9,125132824,125157982,60,7,65967,-0.68383,0.75296
ENSG00000269738,9,125148344,125148928,2,1,65967,0.41389,0.33948
ENSG00000136834,9,125239220,125240235,1,1,65967,-0.48398,0.6858
ENSG00000197233,9,125273081,125274022,1,1,65967,-0.055174,0.522
ENSG00000171505,9,125288637,125289572,3,1,65967,-0.73881,0.76999
ENSG00000171501,9,125315391,125316493,11,3,65967,0.48609,0.31345
ENSG00000171496,9,125329778,125330838,5,2,65967,-0.51287,0.69598
ENSG00000165202,9,125376948,125378026,3,2,65967,1.143,0.12651
ENSG00000171484,9,125390858,125391852,7,2,65967,1.3297,0.091803
ENSG00000173679,9,125423845,125424927,1,1,65967,1.4446,0.07428
ENSG00000171459,9,125512019,125513062,1,1,65967,0.20676,0.4181
ENSG00000136940,9,125560668,125590910,21,3,65967,0.18944,0.42488
ENSG00000165204,9,125562370,125563395,2,1,65967,0.33322,0.36949
ENSG00000056586,9,125606835,125667620,64,6,65967,-1.6866,0.95416
ENSG00000186130,9,125670335,125675609,5,1,65967,-2.131,0.98345
ENSG00000171448,9,125677845,125693779,16,3,65967,-2.1391,0.98378
ENSG00000011454,9,125703112,125867145,154,6,65967,-1.554,0.93991
ENSG00000165209,9,125871779,126030855,86,8,65967,-1.4726,0.92957
ENSG00000148204,9,126118449,126142603,61,10,65967,1.0137,0.15537
ENSG00000119522,9,126141933,126692431,1069,40,65967,-0.014001,0.50559
ENSG00000106689,9,126763949,126795580,54,4,65967,-0.68666,0.75385
ENSG00000119408,9,127019885,127115586,185,17,65967,-1.2521,0.89473
ENSG00000136930,9,127115745,127177723,68,6,65967,-1.1459,0.87408
ENSG00000180264,9,127213423,127239379,36,3,65967,-1.4558,0.92727
ENSG00000136931,9,127243516,127269709,28,1,65967,-1.275,0.89884
ENSG00000148200,9,127279554,127533589,71,1,65967,-0.59868,0.72531
ENSG00000185585,9,127539437,127577164,27,4,65967,-0.3938,0.65314
ENSG00000136918,9,127615755,127620160,8,1,65967,0.83255,0.20255
ENSG00000136942,9,127620159,127624260,5,2,65967,0.14064,0.44408
ENSG00000136950,9,127624409,127640003,9,1,65967,0.81835,0.20658
ENSG00000136935,9,127640646,127710771,78,6,65967,0.4435,0.3287
ENSG00000173611,9,127704887,127905785,255,11,65967,0.14846,0.44099
ENSG00000119414,9,127908852,127952218,67,5,65967,-0.055897,0.52229
ENSG00000136933,9,127962821,127996437,49,6,65967,-0.30054,0.61812
ENSG00000044574,9,127997132,128003609,4,1,65967,-0.66051,0.74554
ENSG00000165219,9,128024073,128129486,86,3,65967,-1.0911,0.8624
ENSG00000119487,9,128199672,128469513,266,12,65967,-0.20526,0.58132
ENSG00000167081,9,128509624,128729656,172,9,65967,3.0172,0.0012756
ENSG00000196814,9,129089128,129269320,398,26,65967,0.44354,0.32869
ENSG00000136944,9,129376722,129463311,195,28,65967,0.19531,0.42258
ENSG00000169155,9,129567285,129600489,10,2,65967,0.84411,0.1993
ENSG00000177125,9,129622944,129648157,21,5,65967,0.65986,0.25467
ENSG00000136828,9,129677053,129985445,422,14,65967,0.82925,0.20348
ENSG00000136859,9,129849611,129885162,41,6,65967,0.7538,0.22549
ENSG00000136895,9,129986544,130155939,219,19,65967,0.39152,0.34771
ENSG00000136856,9,130159421,130170703,21,3,65967,0.8375,0.20116
ENSG00000196152,9,130186661,130207651,46,3,65967,2.0979,0.017956
ENSG00000197958,9,130209953,130213684,7,1,65967,2.3358,0.0097501
ENSG00000148356,9,130213765,130265780,111,8,65967,2.1257,0.016762
ENSG00000136830,9,130267618,130341268,185,22,65967,0.51937,0.30175
ENSG00000136854,9,130374544,130457460,59,7,65967,-0.50575,0.69348
ENSG00000187024,9,130455257,130487152,18,3,65967,-0.55299,0.70986
ENSG00000160401,9,130469268,130478281,4,1,65967,-0.16767,0.56658
ENSG00000167094,9,130478345,130493879,20,2,65967,-0.51379,0.6963
ENSG00000160404,9,130493803,130497604,10,3,65967,-0.29075,0.61438
ENSG00000095370,9,130500596,130541020,70,9,65967,0.2737,0.39216
ENSG00000136807,9,130547958,130553066,4,1,65967,1.0204,0.15377
ENSG00000136877,9,130556876,130576606,29,4,65967,1.2213,0.11098
ENSG00000106991,9,130577291,130617035,35,6,65967,1.0476,0.14741
ENSG00000106992,9,130628759,130640022,4,1,65967,0.34924,0.36345
ENSG00000160408,9,130647600,130667687,3,1,65967,-0.60707,0.7281
ENSG00000136840,9,130670165,130679317,5,2,65967,0.63386,0.26308
ENSG00000167103,9,130683158,130693076,10,2,65967,0.88256,0.18874
ENSG00000136908,9,130697378,130700763,6,1,65967,-0.57637,0.71782
ENSG00000167106,9,130702858,130742792,79,7,65967,0.44783,0.32714
ENSG00000171169,9,130823512,130830485,4,1,65967,1.3172,0.093882
ENSG00000148339,9,130830480,130871524,97,2,65967,1.1924,0.11656
ENSG00000148334,9,130882972,130890741,2,1,65967,1.0581,0.14501
ENSG00000232850,9,130890612,130891481,1,1,65967,0.91194,0.1809
ENSG00000148346,9,130911350,130915734,4,2,65967,-0.55765,0.71146
ENSG00000171159,9,130922539,130926207,4,1,65967,-1.3611,0.91326
ENSG00000148337,9,130928343,130966662,67,6,65967,2.1511,0.015733
ENSG00000106976,9,130965658,131017527,84,12,65967,2.1116,0.017359
ENSG00000167110,9,131018108,131038274,28,4,65967,-0.67989,0.75171
ENSG00000175854,9,131037658,131051269,16,2,65967,0.23088,0.4087
ENSG00000268211,9,131062367,131064212,4,1,65967,-0.27136,0.60694
ENSG00000167112,9,131071382,131085021,11,3,65967,0.3123,0.37741
ENSG00000167113,9,131084815,131096351,22,5,65967,-0.46238,0.67809
ENSG00000167114,9,131102925,131123749,25,5,65967,-1.0851,0.86106
ENSG00000167118,9,131133598,131153015,24,5,65967,0.39246,0.34736
ENSG00000167123,9,131174030,131199626,42,1,65967,-1.1698,0.87896
ENSG00000136811,9,131217465,131263571,35,1,65967,-0.6799,0.75172
ENSG00000119392,9,131266979,131304567,26,1,65967,-0.86249,0.80579
ENSG00000197694,9,131314866,131395941,57,1,65967,1.0206,0.15373
ENSG00000119333,9,131395940,131419066,30,3,65967,1.0425,0.14859
ENSG00000160447,9,131464802,131483197,2,1,65967,1.6259,0.05199
ENSG00000160446,9,131483148,131486406,1,1,65967,2.7115,0.003349
ENSG00000160445,9,131492065,131534693,29,3,65967,3.0956,0.00098191
ENSG00000107021,9,131549483,131572711,55,4,65967,2.9072,0.0018232
ENSG00000167136,9,131580753,131584956,8,2,65967,2.5646,0.0051646
ENSG00000198917,9,131581930,131592100,26,3,65967,3.2348,0.00060858
ENSG00000171097,9,131595221,131644773,66,4,65967,2.622,0.0043713
ENSG00000136802,9,131644391,131680318,44,3,65967,2.1983,0.013962
ENSG00000175287,9,131683174,131704320,29,1,65967,0.087732,0.46504
ENSG00000251184,9,131703757,131719300,9,1,65967,0.091114,0.4637
ENSG00000095319,9,131709978,131769375,34,1,65967,0.49403,0.31064
ENSG00000148341,9,131769315,131790582,13,2,65967,0.40099,0.34421
ENSG00000148343,9,131798900,131834361,9,2,65967,2.1098,0.017438
ENSG00000167130,9,131843379,131852717,6,1,65967,2.6574,0.0039378
ENSG00000095321,9,131857089,131873468,21,2,65967,2.3859,0.0085185
ENSG00000119383,9,131873229,131911225,73,2,65967,2.0688,0.019282
ENSG00000188483,9,131937835,131940540,2,1,65967,2.0209,0.021643
ENSG00000148335,9,132371163,132398209,62,8,65967,-0.6383,0.73836
ENSG00000179058,9,132374504,132383055,22,4,65967,-0.075251,0.52999
ENSG00000148331,9,132399171,132404444,7,2,65967,-0.79085,0.78548
ENSG00000167157,9,132427920,132484875,135,17,65967,0.60603,0.27225
ENSG00000148344,9,132500610,132515326,39,2,65967,0.26833,0.39422
ENSG00000136816,9,132565432,132573560,13,2,65967,1.7559,0.039556
ENSG00000136827,9,132575223,132586413,17,3,65967,1.2261,0.11009
ENSG00000136819,9,132589569,132598142,49,3,65967,1.8526,0.031968
ENSG00000136878,9,132596977,132644107,285,8,65967,0.17782,0.42943
ENSG00000187239,9,132649466,132805473,270,17,65967,-0.46668,0.67964
ENSG00000148358,9,132815705,132902448,162,13,65967,0.67986,0.2483
ENSG00000196979,9,132902889,132906498,7,1,65967,-0.46351,0.6785
ENSG00000107130,9,132934857,132999583,149,18,65967,2.5537,0.0053288
ENSG00000148357,9,133046882,133309510,220,43,65967,-0.059533,0.52374
ENSG00000215428,9,133274029,133282639,23,5,65967,-0.20029,0.57937
ENSG00000130707,9,133320316,133376661,97,16,65967,1.688,0.045703
ENSG00000107164,9,133454352,133513739,102,13,65967,2.2802,0.011298
ENSG00000130711,9,133539981,133558368,37,7,65967,-0.78987,0.7852
ENSG00000130713,9,133569108,133580248,10,3,65967,0.53764,0.29541
ENSG00000097007,9,133589333,133763062,352,21,65967,0.4357,0.33153
ENSG00000188710,9,133768815,133769225,1,1,65967,0.17561,0.4303
ENSG00000130720,9,133777825,133814673,71,8,65967,0.05468,0.4782
ENSG00000050555,9,133884469,133969860,180,23,65967,1.5147,0.06492
ENSG00000126878,9,133971863,133998539,41,6,65967,0.63221,0.26363
ENSG00000126883,9,134000948,134110057,152,7,65967,0.65434,0.25645
ENSG00000126882,9,134133463,134151934,8,1,65967,0.4921,0.31132
ENSG00000160539,9,134165081,134184649,40,2,65967,-0.041974,0.51674
ENSG00000130723,9,134269480,134375584,138,8,65967,-0.014815,0.50591
ENSG00000130714,9,134378289,134399193,64,4,65967,-0.32165,0.62614
ENSG00000130717,9,134399188,134406655,10,2,65967,-0.0063144,0.50252
ENSG00000107263,9,134452157,134615461,349,20,65967,-0.056952,0.52271
ENSG00000160563,9,134735494,134955295,222,18,65967,0.85153,0.19724
ENSG00000196358,9,135037334,135119921,116,13,65967,0.43542,0.33163
ENSG00000107290,9,135136743,135230372,310,12,65967,-0.37709,0.64695
ENSG00000125482,9,135251008,135282209,45,6,65967,-0.65004,0.74217
ENSG00000188523,9,135285430,135448704,317,39,65967,0.50727,0.30598
ENSG00000125485,9,135468384,135545788,131,14,65967,0.86359,0.19391
ENSG00000125484,9,135545422,135570342,69,5,65967,0.95864,0.16887
ENSG00000165695,9,135600965,135754164,319,21,65967,0.92655,0.17708
ENSG00000165698,9,135753414,135765588,13,4,65967,1.3939,0.08167
ENSG00000165699,9,135766735,135820020,82,9,65967,0.64997,0.25786
ENSG00000165702,9,135820932,135867083,98,20,65967,0.87354,0.19118
ENSG00000148308,9,135906076,135933890,17,3,65967,0.042585,0.48302
ENSG00000170835,9,135937365,135947248,2,1,65967,1.098,0.1361
ENSG00000160271,9,135973107,136039301,80,8,65967,0.27405,0.39202
ENSG00000171102,9,136080664,136084630,7,2,65967,0.40934,0.34114
ENSG00000148296,9,136197552,136203235,10,3,65967,0.65672,0.25568
ENSG00000148297,9,136205160,136214986,13,4,65967,1.275,0.10115
ENSG00000148303,9,136215069,136218281,7,1,65967,-0.57031,0.71577
ENSG00000148290,9,136218610,136223552,12,3,65967,0.58255,0.2801
ENSG00000148291,9,136223428,136228045,9,2,65967,-0.8072,0.79023
ENSG00000148248,9,136228325,136242970,28,4,65967,0.86549,0.19338
ENSG00000198870,9,136243117,136271220,71,3,65967,-0.39789,0.65465
ENSG00000148300,9,136271186,136283164,50,3,65967,0.073654,0.47064
ENSG00000160323,9,136279478,136324508,109,13,65967,2.5909,0.004786
ENSG00000160325,9,136325089,136335970,15,4,65967,2.5995,0.0046676
ENSG00000160326,9,136336217,136344259,8,2,65967,3.2091,0.00066585
ENSG00000123454,9,136501482,136524466,71,14,65967,0.67673,0.24929
ENSG00000123453,9,136528682,136605077,185,20,65967,0.042674,0.48298
ENSG00000160293,9,136627016,136857726,499,37,65967,0.30878,0.37874
ENSG00000169925,9,136895427,136933657,94,10,65967,1.5298,0.063027
ENSG00000186350,9,137208944,137332431,189,13,65967,0.17838,0.42921
ENSG00000130635,9,137533620,137736686,611,48,65967,-0.92537,0.82261
ENSG00000160339,9,137772654,137779924,33,6,65967,0.6065,0.27209
ENSG00000085265,9,137801431,137809809,18,2,65967,0.7787,0.21808
ENSG00000130558,9,137967268,138013025,151,25,65967,0.18865,0.42518
ENSG00000178243,9,138235095,138238408,9,2,65967,-0.43179,0.66705
ENSG00000196422,9,138370925,138380739,9,1,65967,-1.9241,0.97283
ENSG00000160345,9,138387027,138393580,17,2,65967,2.304,0.010612
ENSG00000122140,9,138391830,138396519,10,2,65967,2.9414,0.0016334
ENSG00000160349,9,138413284,138418378,5,2,65967,1.1954,0.11597
ENSG00000122136,9,138437985,138441815,1,1,65967,-0.76613,0.7782
ENSG00000122133,9,138453602,138458801,13,3,65967,1.7622,0.039017
ENSG00000204007,9,138515502,138531386,67,10,65967,-0.55194,0.70951
ENSG00000148386,9,138555168,138558268,2,1,65967,-0.6096,0.72894
ENSG00000165643,9,138585253,138591374,25,4,65967,0.19273,0.42358
ENSG00000107147,9,138594031,138684992,139,16,65967,2.7582,0.0029056
ENSG00000130559,9,138700333,138799074,97,7,65967,-1.372,0.91497
ENSG00000130560,9,138824815,138853226,56,5,65967,-0.55563,0.71077
ENSG00000148411,9,138898383,138987131,109,17,65967,2.0181,0.021791
ENSG00000238227,9,139006427,139010731,3,1,65967,-0.12247,0.54873
ENSG00000107187,9,139088096,139096955,2,1,65967,-0.24169,0.59549
ENSG00000165661,9,139098179,139137687,51,7,65967,0.34499,0.36505
ENSG00000160360,9,139221932,139254057,6,2,65967,0.094483,0.46236
ENSG00000213221,9,139253932,139258241,6,2,65967,-0.20921,0.58286
ENSG00000187796,9,139256355,139268133,20,3,65967,0.57839,0.2815
ENSG00000165684,9,139270029,139293249,56,5,65967,0.95775,0.16909
ENSG00000165689,9,139296377,139305061,35,6,65967,1.9161,0.027678
ENSG00000165688,9,139305110,139318213,33,6,65967,2.2679,0.011668
ENSG00000148384,9,139323071,139334274,32,4,65967,1.3881,0.082554
ENSG00000148396,9,139334549,139372141,44,4,65967,2.0357,0.020891
ENSG00000196366,9,139377947,139380518,2,1,65967,2.2758,0.011428
ENSG00000148400,9,139388896,139440314,12,3,65967,1.1504,0.125
ENSG00000165716,9,139607022,139618502,6,1,65967,-0.49458,0.68955
ENSG00000187922,9,139632619,139637808,11,1,65967,0.57158,0.2838
ENSG00000204003,9,139632619,139642905,13,1,65967,0.52079,0.30126
ENSG00000267206,9,139638463,139642980,2,1,65967,0.14541,0.4422
ENSG00000204001,9,139648838,139652678,19,3,65967,0.63624,0.26231
ENSG00000177984,9,139654086,139660707,14,1,65967,0.58779,0.27834
ENSG00000244187,9,139685807,139687709,5,2,65967,0.30928,0.37856
ENSG00000272896,9,139685831,139695047,21,3,65967,-0.26946,0.60621
ENSG00000213213,9,139690802,139702193,14,2,65967,-0.86039,0.80521
ENSG00000196642,9,139702374,139735639,21,1,65967,-1.324,0.90726
ENSG00000054148,9,139743176,139745488,1,1,65967,-1.6646,0.952
ENSG00000177943,9,139745395,139755249,4,1,65967,-1.4545,0.92709
ENSG00000107223,9,139756571,139760738,3,1,65967,-1.1486,0.87465
ENSG00000127191,9,139776364,139821059,69,2,65967,-1.0483,0.85274
ENSG00000159069,9,139834887,139839148,2,1,65967,0.65376,0.25663
ENSG00000176919,9,139839698,139841426,7,2,65967,1.4269,0.076802
ENSG00000184925,9,139844003,139849949,7,2,65967,-1.3961,0.91866
ENSG00000198454,9,139863695,139866442,2,1,65967,-1.2405,0.89261
ENSG00000107317,9,139871956,139879887,15,2,65967,0.087234,0.46524
ENSG00000214402,9,139876356,139880862,11,2,65967,-0.066294,0.52643
ENSG00000148362,9,139886870,139888436,1,1,65967,-0.072756,0.529
ENSG00000169583,9,139889087,139891255,1,1,65967,0.77253,0.2199
ENSG00000107331,9,139901686,139923367,8,2,65967,-0.50398,0.69286
ENSG00000180539,9,139921916,139931234,10,1,65967,-1.3107,0.90502
ENSG00000180549,9,139924626,139927462,3,1,65967,-1.1763,0.88026
ENSG00000107281,9,139933922,139940655,3,1,65967,-1.1355,0.87193
ENSG00000054179,9,139942550,139948497,3,1,65967,-0.53528,0.70377
ENSG00000186193,9,139956581,139965040,9,1,65967,-1.1146,0.8675
ENSG00000197355,9,139971953,139978991,5,1,65967,-0.79332,0.78621
ENSG00000177239,9,139981379,140003635,24,3,65967,-0.7839,0.78345
ENSG00000176978,9,140004994,140009629,1,1,65967,-0.46658,0.6796
ENSG00000130653,9,140354404,140444986,7,1,65967,0.9496,0.17116
ENSG00000148399,9,140449356,140473387,14,1,65967,0.28313,0.38854
ENSG00000165724,9,140476531,140484942,10,1,65967,0.19446,0.42291
ENSG00000197070,9,140500106,140509812,14,2,65967,-0.80654,0.79003
ENSG00000203993,9,140509784,140513358,1,1,65967,0.3089,0.3787
ENSG00000181090,9,140513444,140764468,372,17,65967,-0.31467,0.62349
ENSG00000148408,9,140772241,141019076,205,13,65967,0.16053,0.43623
ENSG00000173876,10,92828,120103,17,5,65967,2.0483,0.020265
ENSG00000015171,10,180405,300577,150,12,65967,2.0193,0.021729
ENSG00000151240,10,320130,735683,593,30,65967,3.5508,0.00019205
ENSG00000180525,10,695888,711109,13,2,65967,2.1987,0.013948
ENSG00000107929,10,855484,977564,212,10,65967,0.34017,0.36686
ENSG00000205740,10,1017097,1034281,41,6,65967,-0.18279,0.57252
ENSG00000107937,10,1034338,1065876,75,7,65967,-0.512,0.69568
ENSG00000148377,10,1064847,1071799,27,6,65967,-0.034767,0.51387
ENSG00000067064,10,1085848,1095110,17,5,65967,-0.34512,0.635
ENSG00000047056,10,1095478,1178237,193,20,65967,-0.75553,0.77504
ENSG00000185736,10,1228073,1779670,1661,135,65967,-0.76556,0.77803
ENSG00000067057,10,3108525,3179904,352,40,65967,0.73648,0.23072
ENSG00000107959,10,3179920,3215003,141,15,65967,-0.94319,0.82721
ENSG00000067082,10,3818188,3827473,13,4,65967,2.6992,0.0034758
ENSG00000165568,10,4828821,4890254,373,32,65967,1.0237,0.15299
ENSG00000187134,10,4934796,5025475,250,16,65967,0.18622,0.42614
ENSG00000151632,10,5029967,5060223,82,10,65967,-0.68026,0.75183
ENSG00000196139,10,5077546,5149878,306,28,65967,-1.4566,0.92738
ENSG00000196326,10,5196335,5244449,186,15,65967,-0.95254,0.82959
ENSG00000198610,10,5237425,5260912,103,8,65967,-0.32329,0.62676
ENSG00000178473,10,5406972,5416169,16,2,65967,0.79396,0.21361
ENSG00000178462,10,5435061,5446793,32,3,65967,-0.4367,0.66884
ENSG00000173848,10,5454514,5500426,61,3,65967,-0.2052,0.58129
ENSG00000178372,10,5540658,5541533,3,1,65967,-1.7124,0.95659
ENSG00000178363,10,5566924,5568225,2,1,65967,1.435,0.075646
ENSG00000196372,10,5680830,5708558,72,17,65967,-0.16664,0.56617
ENSG00000108021,10,5726801,5805703,128,12,65967,0.1666,0.43384
ENSG00000057608,10,5807186,5884095,119,13,65967,0.38504,0.35011
ENSG00000134461,10,5903580,5931869,100,10,65967,-1.5784,0.94276
ENSG00000134452,10,5931535,5979556,139,14,65967,-0.80695,0.79015
ENSG00000134470,10,5990855,6020150,118,21,65967,0.097187,0.46129
ENSG00000134460,10,6052652,6104288,185,32,65967,0.21291,0.4157
ENSG00000134453,10,6130950,6159420,61,12,65967,0.20781,0.41769
ENSG00000170525,10,6186881,6277495,98,16,65967,2.3748,0.0087798
ENSG00000212743,10,6392278,6394723,4,2,65967,-0.10995,0.54378
ENSG00000065675,10,6469105,6622263,329,41,65967,-0.24193,0.59558
ENSG00000198879,10,7200586,7453450,614,41,65967,0.50641,0.30628
ENSG00000123243,10,7601232,7708961,326,34,65967,-0.77451,0.78068
ENSG00000151655,10,7745232,7791483,136,18,65967,-1.2425,0.89298
ENSG00000151657,10,7792925,7829990,115,15,65967,0.75731,0.22443
ENSG00000165629,10,7830092,7849778,48,6,65967,-0.56921,0.71539
ENSG00000165632,10,7860467,8058590,515,28,65967,-0.32811,0.62858
ENSG00000107485,10,8095567,8117161,63,8,65967,1.4054,0.079958
ENSG00000048740,10,11047259,11378674,934,73,65967,1.7522,0.039872
ENSG00000148429,10,11495945,11653753,292,16,65967,-0.44029,0.67013
ENSG00000134463,10,11784365,11806069,54,6,65967,0.97465,0.16487
ENSG00000148426,10,11865338,11914276,103,13,65967,0.25571,0.39909
ENSG00000151461,10,11962021,12085169,337,13,65967,-0.5161,0.69711
ENSG00000181192,10,12110971,12165224,126,10,65967,-1.3341,0.90891
ENSG00000065665,10,12171636,12211960,102,6,65967,2.1829,0.014523
ENSG00000165609,10,12207324,12238143,41,7,65967,1.876,0.030325
ENSG00000151465,10,12237964,12292588,101,11,65967,1.951,0.025528
ENSG00000183049,10,12391481,12877545,1272,114,65967,1.7419,0.040764
ENSG00000151468,10,12938627,13141652,745,65,65967,-0.56758,0.71484
ENSG00000123240,10,13141449,13180291,61,9,65967,-1.5493,0.93935
ENSG00000065328,10,13203554,13253104,113,19,65967,1.3227,0.092971
ENSG00000165623,10,13263767,13276334,43,8,65967,-0.48924,0.68766
ENSG00000107537,10,13319796,13344412,85,12,65967,-0.91933,0.82104
ENSG00000226209,10,13350145,13350447,1,1,65967,1.2207,0.1111
ENSG00000086475,10,13359424,13390297,91,9,65967,-0.13413,0.55335
ENSG00000165626,10,13480484,13570974,223,17,65967,0.67948,0.24842
ENSG00000165630,10,13628927,13672868,78,10,65967,-0.0096899,0.50387
ENSG00000239665,10,13652047,13710299,171,13,65967,-0.26412,0.60416
ENSG00000151474,10,13685706,14504141,2634,196,65967,1.8718,0.030615
ENSG00000065809,10,14560556,14816896,812,73,65967,0.10806,0.45697
ENSG00000185267,10,14861249,14880574,28,7,65967,0.64641,0.25901
ENSG00000187522,10,14880163,14913740,38,6,65967,0.48578,0.31356
ENSG00000152455,10,14920819,14946314,32,8,65967,0.80059,0.21168
ENSG00000152457,10,14939358,14996431,70,10,65967,1.0258,0.15249
